contract_address,evt_tx_hash,evt_tx_from,evt_tx_to,evt_index,evt_block_time,evt_block_number,fee,pool,tickSpacing,token0,token1
0x33128a8fc17869897dce68ed026d694621f6fdfd,0xa14b66258b4eb05ba4fce10fe1cef81948e601145da55a2014fde472dda141ef,0x8865910d6ca985782dc9cc521d23a10100fc800b,0x732560fa1d1a76350b1a500155ba978031b53833,737,2024-12-16 05:01:53.000 UTC,23767983,10000,0xfdbaf04326acc24e3d1788333826b71e3291863a,200,0x2f6c17fa9f9bc3600346ab4e48c0701e1d5962ae,0x4200000000000000000000000000000000000006
