contract_address,evt_tx_hash,evt_tx_from,evt_tx_to,evt_index,evt_block_time,evt_block_number,sqrtPriceX96,tick
0xfdbaf04326acc24e3d1788333826b71e3291863a,0xa14b66258b4eb05ba4fce10fe1cef81948e601145da55a2014fde472dda141ef,0x8865910d6ca985782dc9cc521d23a10100fc800b,0x732560fa1d1a76350b1a500155ba978031b53833,738,2024-12-16 05:01:53.000 UTC,23767983,787149618249685149291181,-230400
